Year,Month,Day,Weekday,Weekday_int,Seasonality
2020,10,26,Mon,0,Normal
2020,10,27,Tue,1,Normal
2020,10,28,Wed,2,Normal
2020,10,29,Thu,3,Normal
2020,10,30,Fri,4,Normal
2020,10,31,Sat,5,Normal
2020,11,1,Sun,6,Normal
2020,11,2,Mon,0,Normal
2020,11,3,Tue,1,PublicHoliday
2020,11,4,Wed,2,Normal
2020,11,5,Thu,3,Normal
2020,11,6,Fri,4,Normal
2020,11,7,Sat,5,Normal
2020,11,8,Sun,6,Normal
2020,11,9,Mon,0,Normal
2020,11,10,Tue,1,Normal
2020,11,11,Wed,2,Normal
2020,11,12,Thu,3,Normal
2020,11,13,Fri,4,Normal
2020,11,14,Sat,5,Normal
2020,11,15,Sun,6,Normal
2020,11,16,Mon,0,Normal
2020,11,17,Tue,1,Normal
2020,11,18,Wed,2,Normal
2020,11,19,Thu,3,Normal
2020,11,20,Fri,4,Normal
2020,11,21,Sat,5,Normal
2020,11,22,Sun,6,Normal
2020,11,23,Mon,0,Normal
2020,11,24,Tue,1,Normal
2020,11,25,Wed,2,Normal
2020,11,26,Thu,3,Normal
2020,11,27,Fri,4,Normal
2020,11,28,Sat,5,Normal
2020,11,29,Sun,6,Normal
2020,11,30,Mon,0,Normal
2020,12,1,Tue,1,Normal
2020,12,2,Wed,2,Normal
2020,12,3,Thu,3,Normal
2020,12,4,Fri,4,Normal
2020,12,5,Sat,5,Normal
2020,12,6,Sun,6,Normal
2020,12,7,Mon,0,Normal
2020,12,8,Tue,1,Normal
2020,12,9,Wed,2,Normal
2020,12,10,Thu,3,Normal
2020,12,11,Fri,4,Normal
2020,12,12,Sat,5,Normal
2020,12,13,Sun,6,Normal
2020,12,14,Mon,0,Normal
2020,12,15,Tue,1,Normal
2020,12,16,Wed,2,Normal
2020,12,17,Thu,3,Normal
2020,12,18,Fri,4,Normal
2020,12,19,Sat,5,SchoolHoliday
2020,12,20,Sun,6,SchoolHoliday
2020,12,21,Mon,0,SchoolHoliday
2020,12,22,Tue,1,SchoolHoliday
2020,12,23,Wed,2,SchoolHoliday
2020,12,24,Thu,3,SchoolHoliday
2020,12,25,Fri,4,PublicHoliday
2020,12,26,Sat,5,PublicHoliday
2020,12,27,Sun,6,SchoolHoliday
2020,12,28,Mon,0,PublicHoliday
2020,12,29,Tue,1,SchoolHoliday
2020,12,30,Wed,2,SchoolHoliday
2020,12,31,Thu,3,SchoolHoliday
